#Gen,Best Ind,Fitness,#Evals
0,"[-3.45446259 -3.69173734 -3.33098808 -3.86427231 -3.21580942 -3.5960529
 -4.10857532 -3.57874719 -4.03798371 -3.35513475]",-0.2254186012514321,0
1,"[-4.03447953 -3.92676244 -3.79286655 -3.85205141 -3.72702298 -3.78369312
 -4.78160055 -4.15575709 -3.9583664  -5.38174294]",-0.2783469594299919,512
2,"[-4.79115483 -4.68782693 -4.56106424 -4.59261312 -4.47899718 -4.54415674
 -5.52624336 -4.90538351 -4.7260984  -6.13017297]",-3.6158494414803006,1024
3,"[11.07924803 11.20390835 11.33349194 11.2893727  11.41014829 11.34136993
 10.34382701 10.97978935 11.15844312  9.74809532]",2.267202389455228,1536
4,"[8.56841532 8.6712142  8.78533157 8.75415399 8.86463682 8.79003374
 7.80942654 8.43514632 8.60539713 7.21596509]",-1.7467009565267324,2048
5,"[-232.74620371 -232.65404468 -232.51992383 -232.5296961  -232.45630453
 -232.52591624 -233.5010253  -232.88765439 -232.70228523 -234.10098647]",0.35428953267552393,2560
6,"[-5.9879808  -5.88714283 -5.77544628 -5.76681203 -5.69116036 -5.73996284
 -6.73659638 -6.11596708 -5.91557753 -7.34580041]",-0.7288303354763597,3072
7,"[-1191.5523401  -1191.46110637 -1191.33444583 -1191.3330028
 -1191.24733157 -1191.31737527 -1192.30071685 -1191.69478306
 -1191.46686037 -1192.90325188]",-0.8729108197472689,3584
8,"[-7557.88285344 -7557.80223849 -7557.66420279 -7557.64130711
 -7557.56441905 -7557.63669512 -7558.61986449 -7558.01730996
 -7557.78593284 -7559.22089169]",-0.6014471801667355,4096
9,"[191.78361898 191.8797423  192.00678124 192.04222834 192.10913329
 192.03888516 191.05784284 191.66109397 191.9051012  190.45164564]",0.02649504220716087,4608
10,"[56939.76334924 56939.82415682 56939.97207324 56940.01434302
 56940.06731078 56940.00320183 56939.01977262 56939.62984034
 56939.85971096 56938.3878556 ]",-0.08270518836772585,5120
11,"[36583.78187287 36583.82222737 36583.9700712  36583.9890494
 36584.07309296 36584.00333561 36583.0208156  36583.6183583
 36583.87190111 36582.38177143]",-0.04707524485987889,5632
12,"[123539.08577779 123539.11366284 123539.25929741 123539.2701912
 123539.36060914 123539.30175953 123538.29071962 123538.90665046
 123539.15841028 123537.6872731 ]",1.2700677942859364,6144
13,"[718246.28534574 718246.33085952 718246.47649409 718246.48738788
 718246.57780581 718246.51895621 718245.5079163  718246.12384714
 718246.37560696 718244.90446978]",-0.7761510504838917,6656
14,"[4989266.85733727 4989266.9156392  4989267.06127377 4989267.07216755
 4989267.16258549 4989267.10373589 4989266.09269598 4989266.70862681
 4989266.96038664 4989265.48924946]",0.18348239185733775,7168
15,"[-24251272.78642397 -24251272.72812204 -24251272.58248747
 -24251272.57159369 -24251272.48117574 -24251272.54002535
 -24251273.55106526 -24251272.93513442 -24251272.68337459
 -24251274.15451178]",0.8020976232260006,7680
16,"[-62723579.55278285 -62723577.65744454 -62723577.51180996
 -62723577.50091618 -62723577.41049822 -62723577.46934785
 -62723578.48038775 -62723577.86445691 -62723577.61269708
 -62723579.08383427]",-0.3732685979282163,8192
17,"[-2.54224809e+08 -2.54224807e+08 -2.54224807e+08 -2.54224807e+08
 -2.54224806e+08 -2.54224807e+08 -2.54224808e+08 -2.54224807e+08
 -2.54224807e+08 -2.54224808e+08]",-2.1708493011707075,8704
18,"[-7.27945647e+08 -7.27945645e+08 -7.27945645e+08 -7.27945645e+08
 -7.27945645e+08 -7.27945645e+08 -7.27945646e+08 -7.27945645e+08
 -7.27945645e+08 -7.27945647e+08]",-1.8924677668707965,9216
19,"[6.88051218e+08 6.88051220e+08 6.88051220e+08 6.88051220e+08
 6.88051220e+08 6.88051220e+08 6.88051219e+08 6.88051220e+08
 6.88051220e+08 6.88051219e+08]",1.4347193683240527,9728
